subID,group,manipulation,time,n_entries
327,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
327,long_training_parallel_manipulations,still_valued_post_deval_week1,post,10
327,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
327,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,21
327,long_training_parallel_manipulations,still_valued_week1,pre,5
327,long_training_parallel_manipulations,still_valued_week1,post,7
332,long_training_parallel_manipulations,devaluation,pre,5
332,long_training_parallel_manipulations,devaluation,post,1
332,long_training_parallel_manipulations,still_valued,pre,5
332,long_training_parallel_manipulations,still_valued,post,7
332,long_training_parallel_manipulations,still_valued_post_deval,pre,5
332,long_training_parallel_manipulations,still_valued_post_deval,post,3
332,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
332,long_training_parallel_manipulations,still_valued_post_deval_week1,post,5
332,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
332,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,7
332,long_training_parallel_manipulations,still_valued_week1,pre,5
332,long_training_parallel_manipulations,still_valued_week1,post,4
335,long_training_parallel_manipulations,devaluation,pre,5
335,long_training_parallel_manipulations,devaluation,post,7
335,long_training_parallel_manipulations,still_valued,pre,5
335,long_training_parallel_manipulations,still_valued,post,14
335,long_training_parallel_manipulations,still_valued_post_deval,pre,5
335,long_training_parallel_manipulations,still_valued_post_deval,post,6
335,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
335,long_training_parallel_manipulations,still_valued_post_deval_week1,post,6
335,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
335,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,14
335,long_training_parallel_manipulations,still_valued_week1,pre,5
335,long_training_parallel_manipulations,still_valued_week1,post,11
336,long_training_parallel_manipulations,devaluation,pre,5
336,long_training_parallel_manipulations,devaluation,post,1
336,long_training_parallel_manipulations,still_valued,pre,6
336,long_training_parallel_manipulations,still_valued,post,9
336,long_training_parallel_manipulations,still_valued_post_deval,pre,5
336,long_training_parallel_manipulations,still_valued_post_deval,post,13
336,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
336,long_training_parallel_manipulations,still_valued_post_deval_week1,post,14
336,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
336,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,39
336,long_training_parallel_manipulations,still_valued_week1,pre,5
336,long_training_parallel_manipulations,still_valued_week1,post,66
338,long_training_parallel_manipulations,devaluation,pre,5
338,long_training_parallel_manipulations,devaluation,post,0
338,long_training_parallel_manipulations,still_valued,pre,5
338,long_training_parallel_manipulations,still_valued,post,26
338,long_training_parallel_manipulations,still_valued_post_deval,pre,5
338,long_training_parallel_manipulations,still_valued_post_deval,post,9
338,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
338,long_training_parallel_manipulations,still_valued_post_deval_week1,post,14
338,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
338,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,25
338,long_training_parallel_manipulations,still_valued_week1,pre,5
338,long_training_parallel_manipulations,still_valued_week1,post,21
341,long_training_parallel_manipulations,devaluation,pre,5
341,long_training_parallel_manipulations,devaluation,post,2
341,long_training_parallel_manipulations,still_valued,pre,5
341,long_training_parallel_manipulations,still_valued,post,12
341,long_training_parallel_manipulations,still_valued_post_deval,pre,5
341,long_training_parallel_manipulations,still_valued_post_deval,post,13
341,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
341,long_training_parallel_manipulations,still_valued_post_deval_week1,post,61
341,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
341,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,75
341,long_training_parallel_manipulations,still_valued_week1,pre,5
341,long_training_parallel_manipulations,still_valued_week1,post,222
343,long_training_parallel_manipulations,devaluation,pre,6
343,long_training_parallel_manipulations,devaluation,post,2
343,long_training_parallel_manipulations,still_valued,pre,7
343,long_training_parallel_manipulations,still_valued,post,307
343,long_training_parallel_manipulations,still_valued_post_deval,pre,5
343,long_training_parallel_manipulations,still_valued_post_deval,post,565
343,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,6
343,long_training_parallel_manipulations,still_valued_post_deval_week1,post,532
343,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
343,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,627
343,long_training_parallel_manipulations,still_valued_week1,pre,5
343,long_training_parallel_manipulations,still_valued_week1,post,771
346,long_training_parallel_manipulations,devaluation,pre,5
346,long_training_parallel_manipulations,devaluation,post,1
346,long_training_parallel_manipulations,still_valued,pre,5
346,long_training_parallel_manipulations,still_valued,post,44
346,long_training_parallel_manipulations,still_valued_post_deval,pre,5
346,long_training_parallel_manipulations,still_valued_post_deval,post,4
346,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
346,long_training_parallel_manipulations,still_valued_post_deval_week1,post,26
346,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
346,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,34
346,long_training_parallel_manipulations,still_valued_week1,pre,6
346,long_training_parallel_manipulations,still_valued_week1,post,56
349,long_training_parallel_manipulations,devaluation,pre,5
349,long_training_parallel_manipulations,devaluation,post,2
349,long_training_parallel_manipulations,still_valued,pre,5
349,long_training_parallel_manipulations,still_valued,post,8
349,long_training_parallel_manipulations,still_valued_post_deval,pre,9
349,long_training_parallel_manipulations,still_valued_post_deval,post,2
349,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
349,long_training_parallel_manipulations,still_valued_post_deval_week1,post,13
349,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
349,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,16
349,long_training_parallel_manipulations,still_valued_week1,pre,5
349,long_training_parallel_manipulations,still_valued_week1,post,86
356,long_training_parallel_manipulations,devaluation,pre,6
356,long_training_parallel_manipulations,devaluation,post,0
356,long_training_parallel_manipulations,still_valued,pre,5
356,long_training_parallel_manipulations,still_valued,post,0
356,long_training_parallel_manipulations,still_valued_post_deval,pre,4
356,long_training_parallel_manipulations,still_valued_post_deval,post,1
356,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,6
356,long_training_parallel_manipulations,still_valued_post_deval_week1,post,0
356,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
356,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,4
356,long_training_parallel_manipulations,still_valued_week1,pre,5
356,long_training_parallel_manipulations,still_valued_week1,post,4
358,long_training_parallel_manipulations,devaluation,pre,5
358,long_training_parallel_manipulations,devaluation,post,14
358,long_training_parallel_manipulations,still_valued,pre,5
358,long_training_parallel_manipulations,still_valued,post,19
358,long_training_parallel_manipulations,still_valued_post_deval,pre,5
358,long_training_parallel_manipulations,still_valued_post_deval,post,8
358,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
358,long_training_parallel_manipulations,still_valued_post_deval_week1,post,13
358,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
358,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,39
358,long_training_parallel_manipulations,still_valued_week1,pre,5
358,long_training_parallel_manipulations,still_valued_week1,post,42
359,long_training_parallel_manipulations,devaluation,pre,5
359,long_training_parallel_manipulations,devaluation,post,0
359,long_training_parallel_manipulations,still_valued,pre,5
359,long_training_parallel_manipulations,still_valued,post,199
359,long_training_parallel_manipulations,still_valued_post_deval,pre,5
359,long_training_parallel_manipulations,still_valued_post_deval,post,22
359,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
359,long_training_parallel_manipulations,still_valued_post_deval_week1,post,66
359,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
359,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,272
359,long_training_parallel_manipulations,still_valued_week1,pre,5
359,long_training_parallel_manipulations,still_valued_week1,post,419
360,long_training_parallel_manipulations,devaluation,pre,5
360,long_training_parallel_manipulations,devaluation,post,2
360,long_training_parallel_manipulations,still_valued,pre,5
360,long_training_parallel_manipulations,still_valued,post,8
360,long_training_parallel_manipulations,still_valued_post_deval,pre,5
360,long_training_parallel_manipulations,still_valued_post_deval,post,3
360,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
360,long_training_parallel_manipulations,still_valued_post_deval_week1,post,14
360,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
360,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,7
360,long_training_parallel_manipulations,still_valued_week1,pre,5
360,long_training_parallel_manipulations,still_valued_week1,post,39
361,long_training_parallel_manipulations,devaluation,pre,5
361,long_training_parallel_manipulations,devaluation,post,8
361,long_training_parallel_manipulations,still_valued,pre,5
361,long_training_parallel_manipulations,still_valued,post,7
361,long_training_parallel_manipulations,still_valued_post_deval,pre,5
361,long_training_parallel_manipulations,still_valued_post_deval,post,1
361,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
361,long_training_parallel_manipulations,still_valued_post_deval_week1,post,23
361,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
361,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,22
361,long_training_parallel_manipulations,still_valued_week1,pre,5
361,long_training_parallel_manipulations,still_valued_week1,post,133
363,long_training_parallel_manipulations,devaluation,pre,5
363,long_training_parallel_manipulations,devaluation,post,6
363,long_training_parallel_manipulations,still_valued,pre,5
363,long_training_parallel_manipulations,still_valued,post,9
363,long_training_parallel_manipulations,still_valued_post_deval,pre,5
363,long_training_parallel_manipulations,still_valued_post_deval,post,1
363,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
363,long_training_parallel_manipulations,still_valued_post_deval_week1,post,1
363,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
363,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,3
363,long_training_parallel_manipulations,still_valued_week1,pre,5
363,long_training_parallel_manipulations,still_valued_week1,post,7
364,long_training_parallel_manipulations,devaluation,pre,5
364,long_training_parallel_manipulations,devaluation,post,1
364,long_training_parallel_manipulations,still_valued,pre,5
364,long_training_parallel_manipulations,still_valued,post,12
364,long_training_parallel_manipulations,still_valued_post_deval,pre,5
364,long_training_parallel_manipulations,still_valued_post_deval,post,3
364,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
364,long_training_parallel_manipulations,still_valued_post_deval_week1,post,8
364,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
364,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,10
364,long_training_parallel_manipulations,still_valued_week1,pre,5
364,long_training_parallel_manipulations,still_valued_week1,post,6
365,long_training_parallel_manipulations,devaluation,pre,5
365,long_training_parallel_manipulations,devaluation,post,3
365,long_training_parallel_manipulations,still_valued,pre,5
365,long_training_parallel_manipulations,still_valued,post,4
365,long_training_parallel_manipulations,still_valued_post_deval,pre,5
365,long_training_parallel_manipulations,still_valued_post_deval,post,0
365,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
365,long_training_parallel_manipulations,still_valued_post_deval_week1,post,10
365,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
365,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,9
365,long_training_parallel_manipulations,still_valued_week1,pre,5
365,long_training_parallel_manipulations,still_valued_week1,post,20
366,long_training_parallel_manipulations,devaluation,pre,5
366,long_training_parallel_manipulations,devaluation,post,26
366,long_training_parallel_manipulations,still_valued,pre,5
366,long_training_parallel_manipulations,still_valued,post,31
366,long_training_parallel_manipulations,still_valued_post_deval,pre,5
366,long_training_parallel_manipulations,still_valued_post_deval,post,41
366,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
366,long_training_parallel_manipulations,still_valued_post_deval_week1,post,41
366,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
366,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,99
366,long_training_parallel_manipulations,still_valued_week1,pre,5
366,long_training_parallel_manipulations,still_valued_week1,post,74
367,long_training_parallel_manipulations,devaluation,pre,5
367,long_training_parallel_manipulations,devaluation,post,4
367,long_training_parallel_manipulations,still_valued,pre,5
367,long_training_parallel_manipulations,still_valued,post,6
367,long_training_parallel_manipulations,still_valued_post_deval,pre,5
367,long_training_parallel_manipulations,still_valued_post_deval,post,10
367,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
367,long_training_parallel_manipulations,still_valued_post_deval_week1,post,7
367,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
367,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,9
367,long_training_parallel_manipulations,still_valued_week1,pre,6
367,long_training_parallel_manipulations,still_valued_week1,post,25
368,long_training_parallel_manipulations,devaluation,pre,5
368,long_training_parallel_manipulations,devaluation,post,0
368,long_training_parallel_manipulations,still_valued,pre,5
368,long_training_parallel_manipulations,still_valued,post,110
368,long_training_parallel_manipulations,still_valued_post_deval,pre,5
368,long_training_parallel_manipulations,still_valued_post_deval,post,90
368,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,6
368,long_training_parallel_manipulations,still_valued_post_deval_week1,post,535
368,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
368,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,284
368,long_training_parallel_manipulations,still_valued_week1,pre,5
368,long_training_parallel_manipulations,still_valued_week1,post,1257
371,long_training_parallel_manipulations,devaluation,pre,5
371,long_training_parallel_manipulations,devaluation,post,187
371,long_training_parallel_manipulations,still_valued,pre,6
371,long_training_parallel_manipulations,still_valued,post,69
371,long_training_parallel_manipulations,still_valued_post_deval,pre,5
371,long_training_parallel_manipulations,still_valued_post_deval,post,63
371,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
371,long_training_parallel_manipulations,still_valued_post_deval_week1,post,272
371,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
371,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,107
371,long_training_parallel_manipulations,still_valued_week1,pre,5
371,long_training_parallel_manipulations,still_valued_week1,post,76
372,long_training_parallel_manipulations,devaluation,pre,5
372,long_training_parallel_manipulations,devaluation,post,2
372,long_training_parallel_manipulations,still_valued,pre,6
372,long_training_parallel_manipulations,still_valued,post,3
372,long_training_parallel_manipulations,still_valued_post_deval,pre,5
372,long_training_parallel_manipulations,still_valued_post_deval,post,3
372,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
372,long_training_parallel_manipulations,still_valued_post_deval_week1,post,9
372,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
372,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,37
372,long_training_parallel_manipulations,still_valued_week1,pre,5
372,long_training_parallel_manipulations,still_valued_week1,post,51
373,long_training_parallel_manipulations,devaluation,pre,6
373,long_training_parallel_manipulations,devaluation,post,22
373,long_training_parallel_manipulations,still_valued,pre,5
373,long_training_parallel_manipulations,still_valued,post,11
373,long_training_parallel_manipulations,still_valued_post_deval,pre,5
373,long_training_parallel_manipulations,still_valued_post_deval,post,18
373,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
373,long_training_parallel_manipulations,still_valued_post_deval_week1,post,10
373,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
373,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,7
373,long_training_parallel_manipulations,still_valued_week1,pre,5
373,long_training_parallel_manipulations,still_valued_week1,post,14
374,long_training_parallel_manipulations,devaluation,pre,5
374,long_training_parallel_manipulations,devaluation,post,1
374,long_training_parallel_manipulations,still_valued,pre,5
374,long_training_parallel_manipulations,still_valued,post,5
374,long_training_parallel_manipulations,still_valued_post_deval,pre,5
374,long_training_parallel_manipulations,still_valued_post_deval,post,9
374,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
374,long_training_parallel_manipulations,still_valued_post_deval_week1,post,7
374,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
374,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,36
374,long_training_parallel_manipulations,still_valued_week1,pre,5
374,long_training_parallel_manipulations,still_valued_week1,post,22
375,long_training_parallel_manipulations,devaluation,pre,5
375,long_training_parallel_manipulations,devaluation,post,2
375,long_training_parallel_manipulations,still_valued,pre,5
375,long_training_parallel_manipulations,still_valued,post,16
375,long_training_parallel_manipulations,still_valued_post_deval,pre,5
375,long_training_parallel_manipulations,still_valued_post_deval,post,5
375,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
375,long_training_parallel_manipulations,still_valued_post_deval_week1,post,9
375,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
375,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,16
375,long_training_parallel_manipulations,still_valued_week1,pre,5
375,long_training_parallel_manipulations,still_valued_week1,post,19
377,long_training_parallel_manipulations,devaluation,pre,5
377,long_training_parallel_manipulations,devaluation,post,1
377,long_training_parallel_manipulations,still_valued,pre,5
377,long_training_parallel_manipulations,still_valued,post,1
377,long_training_parallel_manipulations,still_valued_post_deval,pre,5
377,long_training_parallel_manipulations,still_valued_post_deval,post,3
377,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
377,long_training_parallel_manipulations,still_valued_post_deval_week1,post,4
377,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
377,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,4
377,long_training_parallel_manipulations,still_valued_week1,pre,5
377,long_training_parallel_manipulations,still_valued_week1,post,15
378,long_training_parallel_manipulations,devaluation,pre,5
378,long_training_parallel_manipulations,devaluation,post,0
378,long_training_parallel_manipulations,still_valued,pre,6
378,long_training_parallel_manipulations,still_valued,post,3
378,long_training_parallel_manipulations,still_valued_post_deval,pre,5
378,long_training_parallel_manipulations,still_valued_post_deval,post,19
378,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
378,long_training_parallel_manipulations,still_valued_post_deval_week1,post,2
378,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
378,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,25
378,long_training_parallel_manipulations,still_valued_week1,pre,5
378,long_training_parallel_manipulations,still_valued_week1,post,9
380,long_training_parallel_manipulations,devaluation,pre,5
380,long_training_parallel_manipulations,devaluation,post,1
380,long_training_parallel_manipulations,still_valued,pre,5
380,long_training_parallel_manipulations,still_valued,post,1
380,long_training_parallel_manipulations,still_valued_post_deval,pre,5
380,long_training_parallel_manipulations,still_valued_post_deval,post,6
380,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
380,long_training_parallel_manipulations,still_valued_post_deval_week1,post,0
380,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
380,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,2
380,long_training_parallel_manipulations,still_valued_week1,pre,5
380,long_training_parallel_manipulations,still_valued_week1,post,0
381,long_training_parallel_manipulations,devaluation,pre,6
381,long_training_parallel_manipulations,devaluation,post,1
381,long_training_parallel_manipulations,still_valued,pre,5
381,long_training_parallel_manipulations,still_valued,post,24
381,long_training_parallel_manipulations,still_valued_post_deval,pre,5
381,long_training_parallel_manipulations,still_valued_post_deval,post,33
381,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
381,long_training_parallel_manipulations,still_valued_post_deval_week1,post,96
381,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
381,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,73
381,long_training_parallel_manipulations,still_valued_week1,pre,5
381,long_training_parallel_manipulations,still_valued_week1,post,150
382,long_training_parallel_manipulations,devaluation,pre,5
382,long_training_parallel_manipulations,devaluation,post,3
382,long_training_parallel_manipulations,still_valued,pre,5
382,long_training_parallel_manipulations,still_valued,post,10
382,long_training_parallel_manipulations,still_valued_post_deval,pre,5
382,long_training_parallel_manipulations,still_valued_post_deval,post,7
382,long_training_parallel_manipulations,still_valued_post_deval_week1,pre,5
382,long_training_parallel_manipulations,still_valued_post_deval_week1,post,4
382,long_training_parallel_manipulations,still_valued_replacing_devaluation,pre,5
382,long_training_parallel_manipulations,still_valued_replacing_devaluation,post,10
382,long_training_parallel_manipulations,still_valued_week1,pre,5
382,long_training_parallel_manipulations,still_valued_week1,post,19
