subID,trial_num,action_Stage1,action_Stage2,state_Stage2,reward
137,165,2,1,2,1.0
137,166,2,1,3,1.0
137,167,2,1,2,0.0
137,168,2,1,3,1.0
137,169,2,1,2,1.0
137,170,2,1,3,0.0
137,171,2,1,3,0.0
137,172,2,1,3,0.0
137,173,2,2,3,0.0
137,174,2,2,3,0.0
137,175,2,1,3,0.0
137,176,2,2,3,1.0
137,177,2,1,2,0.0
137,178,2,2,3,0.0
137,179,2,2,3,0.0
137,180,2,2,3,1.0
137,181,2,1,2,0.0
137,182,2,1,2,1.0
137,183,2,1,2,0.0
137,184,2,2,3,1.0
137,185,2,2,3,1.0
137,186,2,2,3,1.0
137,187,2,2,3,1.0
137,188,2,2,3,0.0
137,189,2,1,2,0.0
137,190,2,2,3,1.0
137,191,2,2,3,0.0
137,192,2,1,2,1.0
137,193,2,2,3,0.0
137,194,2,2,2,0.0
137,195,2,1,2,1.0
137,196,2,2,3,0.0
137,197,2,2,3,0.0
137,199,2,2,3,1.0
137,200,2,2,3,1.0
138,1,2,2,3,0.0
138,2,2,1,3,1.0
138,3,2,1,3,1.0
138,4,2,2,2,1.0
138,5,2,2,2,1.0
138,6,2,1,3,1.0
138,7,2,1,3,0.0
138,8,1,2,2,1.0
138,9,2,1,3,0.0
138,10,1,2,2,1.0
138,11,1,2,2,1.0
138,12,1,2,2,0.0
138,13,2,2,3,1.0
138,14,2,2,3,0.0
138,15,1,2,2,1.0
138,16,2,2,2,1.0
138,17,1,2,2,0.0
138,18,2,2,3,1.0
138,19,2,2,3,0.0
138,20,2,2,3,0.0
138,21,2,2,2,1.0
138,22,2,2,2,1.0
138,23,2,1,3,1.0
138,24,2,1,3,1.0
138,25,1,1,3,0.0
138,26,1,2,2,0.0
138,27,2,1,3,0.0
138,28,1,1,3,0.0
138,29,2,2,2,0.0
138,30,1,1,2,0.0
138,31,1,2,2,1.0
138,32,1,2,2,1.0
138,33,2,1,3,1.0
138,34,1,2,2,1.0
138,35,2,1,3,0.0
138,36,1,1,3,1.0
138,37,2,1,3,1.0
138,38,2,1,3,1.0
138,39,2,2,3,0.0
138,40,1,2,2,0.0
138,41,1,2,2,0.0
138,42,1,1,2,0.0
138,43,1,1,3,1.0
138,44,1,1,2,1.0
138,45,1,1,2,1.0
138,46,1,1,3,0.0
138,47,1,1,2,0.0
138,48,1,1,2,1.0
138,49,1,1,2,0.0
138,50,1,1,2,0.0
138,51,2,1,3,1.0
138,52,2,1,3,0.0
138,53,2,1,3,0.0
138,54,2,1,3,0.0
138,55,2,2,3,0.0
138,56,2,2,3,1.0
138,57,2,2,3,0.0
138,58,2,2,3,0.0
138,59,1,1,2,0.0
138,60,1,2,2,1.0
138,61,1,2,2,1.0
138,62,2,2,2,1.0
138,63,2,2,3,1.0
138,64,1,2,2,1.0
138,65,1,2,3,0.0
138,66,1,2,2,0.0
138,67,1,1,3,1.0
138,68,1,2,2,1.0
138,69,1,2,2,0.0
138,70,1,2,2,0.0
138,71,1,2,2,1.0
138,72,1,2,2,1.0
138,73,1,2,2,1.0
138,74,1,1,3,0.0
138,75,1,1,3,1.0
138,76,1,2,2,0.0
138,77,1,2,2,1.0
138,78,1,2,2,0.0
138,79,2,1,3,0.0
138,80,1,1,3,0.0
138,81,1,2,2,0.0
138,82,1,2,2,1.0
138,83,1,2,3,1.0
138,84,1,2,3,1.0
138,85,1,2,2,1.0
138,86,1,2,2,1.0
138,87,1,2,2,1.0
138,88,1,2,2,1.0
138,89,1,2,2,0.0
138,90,1,2,2,0.0
138,91,1,2,2,1.0
138,92,1,2,2,0.0
138,93,1,2,3,0.0
138,94,1,2,3,0.0
138,95,1,2,2,0.0
138,96,1,2,2,1.0
138,97,1,2,2,0.0
138,98,1,2,3,0.0
138,99,1,2,2,0.0
138,100,1,2,2,1.0
138,101,1,2,2,1.0
138,102,1,2,3,0.0
138,103,1,2,2,0.0
138,104,1,2,3,0.0
138,105,1,2,2,0.0
138,106,1,2,2,1.0
138,107,1,2,2,0.0
138,108,1,2,2,0.0
138,109,1,2,2,0.0
138,110,1,1,2,1.0
138,111,1,1,3,0.0
138,112,1,1,2,0.0
138,113,1,1,2,0.0
138,114,1,1,2,1.0
138,115,1,1,3,0.0
138,116,1,2,3,1.0
138,117,1,2,3,1.0
138,118,1,1,2,0.0
138,119,2,1,2,1.0
138,120,2,1,2,0.0
138,121,2,1,2,0.0
138,122,2,2,3,0.0
138,123,2,2,3,1.0
138,124,2,2,3,0.0
138,125,2,1,2,0.0
138,126,2,2,3,1.0
138,127,2,2,3,1.0
138,128,2,2,3,0.0
138,129,2,1,2,1.0
138,130,2,2,3,0.0
138,131,2,2,3,1.0
138,132,2,1,2,1.0
138,133,2,2,3,0.0
138,134,2,2,3,0.0
138,135,2,1,3,0.0
138,136,2,2,3,1.0
138,137,2,2,3,0.0
138,138,2,2,3,1.0
138,139,2,2,3,1.0
138,140,2,2,3,1.0
138,141,2,1,2,0.0
138,142,2,1,2,0.0
138,143,2,2,3,0.0
138,144,2,2,3,1.0
138,145,2,2,3,1.0
138,146,2,2,3,0.0
138,147,2,2,3,0.0
138,148,2,1,2,1.0
138,149,1,1,2,0.0
138,150,2,1,2,0.0
138,151,2,2,3,1.0
138,152,2,2,3,0.0
138,153,2,2,3,1.0
138,154,2,2,3,0.0
138,155,2,2,3,0.0
138,156,2,2,3,1.0
138,157,2,1,2,0.0
138,158,2,2,3,0.0
138,159,2,2,3,0.0
138,160,2,2,3,1.0
138,161,2,1,2,1.0
138,162,2,2,3,1.0
138,163,2,2,3,0.0
138,164,2,2,3,1.0
138,165,2,2,3,1.0
138,166,2,2,3,0.0
138,167,2,2,3,1.0
138,168,2,1,2,0.0
138,169,2,2,3,1.0
138,170,2,2,3,0.0
138,171,2,2,3,0.0
138,172,2,2,3,0.0
138,173,2,2,3,1.0
138,174,2,2,3,0.0
138,175,1,1,2,0.0
138,176,2,1,3,0.0
138,177,2,2,3,0.0
138,178,2,1,2,0.0
138,179,2,2,3,0.0
138,180,2,1,3,0.0
138,181,1,2,2,0.0
138,182,2,1,3,1.0
138,183,2,2,2,0.0
138,184,2,1,3,0.0
138,185,2,2,2,1.0
138,186,2,2,2,0.0
138,187,2,2,2,0.0
138,188,2,2,2,0.0
138,189,2,2,3,1.0
138,190,2,2,3,0.0
138,191,1,1,3,1.0
138,192,2,1,3,1.0
138,193,1,2,2,0.0
138,194,2,1,3,1.0
138,195,2,2,2,0.0
138,196,2,1,3,1.0
138,197,2,1,3,1.0
138,198,2,1,3,1.0
138,199,2,1,3,1.0
138,200,2,1,3,1.0
142,1,2,2,2,1.0
142,2,2,2,3,0.0
142,3,2,1,3,0.0
142,4,2,2,3,0.0
142,5,1,2,2,0.0
142,6,1,1,2,0.0
142,7,2,2,3,0.0
142,8,2,1,3,0.0
142,9,1,2,2,0.0
142,10,1,1,2,0.0
142,11,2,2,2,1.0
142,12,2,2,3,1.0
142,13,2,2,3,1.0
142,14,2,2,3,1.0
142,15,2,2,3,0.0
142,16,2,2,2,0.0
142,17,2,1,2,1.0
142,18,2,2,3,0.0
142,19,2,1,2,0.0
142,20,2,2,3,1.0
142,21,2,2,3,1.0
142,22,2,2,3,0.0
142,23,2,1,3,1.0
142,24,2,1,3,1.0
142,25,2,1,2,0.0
142,26,2,2,2,1.0
142,27,2,1,3,0.0
142,28,2,1,2,1.0
142,29,2,1,3,1.0
142,30,2,1,3,1.0
142,31,2,1,3,0.0
142,32,2,1,3,1.0
142,33,2,2,2,0.0
142,34,2,1,3,0.0
142,35,2,2,3,0.0
142,36,2,2,2,1.0
142,37,2,1,3,0.0
142,38,2,2,3,0.0
142,39,2,1,3,0.0
142,40,2,2,3,1.0
142,41,2,2,3,1.0
142,42,2,2,3,1.0
142,43,2,2,3,0.0
142,44,2,1,3,1.0
142,45,2,1,2,1.0
142,46,2,2,3,1.0
142,47,2,2,3,1.0
142,48,2,2,3,0.0
142,49,2,2,3,0.0
142,50,2,1,2,1.0
142,51,2,2,3,0.0
142,52,2,1,2,0.0
142,53,2,1,3,0.0
142,54,2,1,2,0.0
142,55,2,1,3,1.0
142,56,2,1,3,1.0
142,57,2,2,2,1.0
142,58,2,2,2,0.0
142,59,2,1,3,0.0
142,60,2,2,3,1.0
142,61,2,1,3,0.0
142,62,2,2,2,0.0
142,63,2,1,3,0.0
142,64,2,2,3,0.0
142,65,2,2,3,0.0
142,66,2,2,3,0.0
142,67,2,1,3,0.0
142,68,2,1,2,0.0
142,69,2,2,3,0.0
142,70,2,2,3,0.0
142,71,2,1,3,0.0
142,72,1,2,2,0.0
142,73,1,1,2,1.0
142,74,1,1,3,1.0
142,75,1,1,3,0.0
142,76,1,1,2,0.0
142,77,1,2,2,1.0
142,78,1,1,3,0.0
142,79,1,2,2,0.0
142,80,1,1,3,0.0
142,81,1,2,2,0.0
142,82,1,1,2,0.0
142,83,1,2,2,0.0
142,84,1,1,2,0.0
142,85,1,2,2,0.0
142,86,1,2,2,1.0
142,87,1,2,3,1.0
142,88,2,2,3,1.0
142,89,2,2,3,1.0
142,90,1,1,2,1.0
142,91,2,2,3,0.0
142,92,1,1,2,1.0
142,93,2,2,3,1.0
142,94,2,1,2,0.0
142,95,1,2,3,1.0
142,96,2,2,3,1.0
142,97,1,2,3,1.0
142,98,2,2,3,1.0
142,99,2,1,2,1.0
142,100,1,2,3,0.0
142,101,1,1,2,0.0
142,102,1,2,2,0.0
142,103,2,1,3,0.0
142,104,2,2,3,0.0
142,105,2,1,3,0.0
142,106,2,2,3,1.0
142,107,2,2,3,0.0
142,108,2,2,3,0.0
142,109,2,1,3,1.0
142,110,2,2,3,1.0
142,111,2,2,3,1.0
142,112,2,1,2,1.0
142,113,2,2,3,0.0
142,114,2,2,3,1.0
142,115,2,2,3,1.0
142,116,2,2,2,1.0
142,117,2,2,3,1.0
142,118,2,2,2,0.0
142,119,2,2,3,0.0
142,120,2,1,3,0.0
142,121,2,2,2,1.0
142,122,2,1,3,1.0
142,123,2,1,3,0.0
142,124,2,2,3,1.0
142,125,1,2,2,0.0
142,126,2,1,3,1.0
142,127,2,1,3,0.0
142,128,2,2,3,0.0
142,129,2,1,3,1.0
142,130,2,1,3,0.0
142,131,2,1,3,0.0
142,132,2,2,3,1.0
142,133,2,2,3,1.0
142,134,2,2,3,0.0
142,135,2,2,2,1.0
142,136,2,1,3,0.0
142,137,2,2,3,0.0
142,138,2,1,3,1.0
142,139,1,2,2,1.0
142,140,2,2,3,0.0
142,141,2,2,2,1.0
142,142,1,2,3,0.0
142,143,1,2,2,1.0
142,144,1,2,2,0.0
142,145,1,1,3,1.0
142,146,1,2,2,1.0
142,147,1,1,3,0.0
142,148,1,2,2,0.0
142,149,1,2,3,0.0
142,150,1,1,2,0.0
142,151,1,2,3,0.0
142,152,2,1,3,1.0
142,153,1,1,2,0.0
142,154,2,2,2,0.0
142,155,2,2,3,1.0
142,156,2,2,3,0.0
142,157,2,1,2,0.0
142,158,2,2,3,0.0
142,159,1,2,2,0.0
142,160,1,1,2,1.0
142,161,2,2,3,1.0
142,162,2,2,3,1.0
142,163,1,2,3,0.0
142,164,1,1,2,1.0
142,165,2,1,3,1.0
142,166,1,2,2,0.0
142,167,2,2,3,1.0
142,168,1,2,3,0.0
142,169,1,2,2,0.0
142,170,2,2,2,1.0
142,171,2,2,2,1.0
142,172,1,2,2,0.0
142,173,1,1,2,1.0
142,174,2,2,2,1.0
142,175,2,1,3,0.0
142,176,1,1,3,1.0
142,177,2,1,3,1.0
142,178,1,1,3,1.0
142,179,2,1,3,0.0
142,180,1,1,2,1.0
142,181,1,1,2,0.0
142,182,2,2,3,1.0
142,183,2,2,3,0.0
142,184,1,2,2,0.0
142,185,2,1,3,1.0
142,186,1,1,3,1.0
142,187,1,2,2,0.0
142,188,2,1,3,0.0
142,189,2,2,2,0.0
142,190,2,1,3,1.0
142,191,1,2,2,0.0
142,192,2,2,3,0.0
142,193,2,2,2,0.0
142,194,2,1,3,1.0
142,195,2,1,3,1.0
142,196,2,1,2,1.0
142,197,1,1,2,1.0
142,198,2,1,3,0.0
142,199,1,1,2,0.0
142,200,2,2,2,0.0
143,1,1,2,2,0.0
143,2,2,2,3,0.0
143,3,1,2,3,1.0
143,4,2,2,3,1.0
143,5,1,2,2,0.0
143,6,2,1,2,1.0
143,7,1,2,2,0.0
143,8,1,2,2,0.0
143,9,2,1,3,1.0
143,10,1,2,2,0.0
143,11,1,2,3,0.0
143,12,2,2,3,1.0
143,13,2,1,3,1.0
143,14,1,1,2,0.0
143,15,1,2,2,0.0
143,16,2,1,3,0.0
143,17,1,2,3,1.0
143,18,2,2,2,1.0
143,19,1,2,2,1.0
143,20,1,2,2,1.0
143,21,1,1,2,1.0
143,22,2,2,2,1.0
143,23,1,1,2,1.0
143,24,2,1,2,1.0
143,25,2,2,3,0.0
143,26,2,1,2,0.0
143,27,2,1,3,1.0
143,28,2,1,3,1.0
143,29,1,2,2,0.0
143,30,1,2,2,1.0
143,31,1,1,3,1.0
143,32,1,2,2,0.0
143,33,1,2,2,0.0
143,34,1,2,2,0.0
143,35,2,1,3,0.0
143,36,2,2,2,1.0
143,37,2,2,2,1.0
143,38,2,2,3,0.0
143,39,2,2,2,0.0
143,40,2,2,3,0.0
143,41,1,1,2,0.0
143,42,2,2,3,0.0
143,43,1,1,3,1.0
143,44,2,2,2,0.0
143,45,1,1,2,0.0
143,46,1,1,2,1.0
143,47,1,2,2,0.0
143,48,2,2,3,1.0
143,49,1,1,2,0.0
143,50,1,1,2,0.0
143,51,1,2,3,1.0
143,52,1,1,3,1.0
143,53,2,2,3,0.0
143,54,2,2,2,0.0
143,55,2,2,3,1.0
143,56,2,2,2,1.0
143,57,1,1,2,0.0
143,58,1,2,2,0.0
143,59,2,1,3,0.0
143,60,1,1,2,1.0
143,61,1,1,3,0.0
143,62,1,1,3,1.0
143,63,1,1,2,0.0
143,64,2,1,3,1.0
143,65,1,2,2,0.0
143,66,2,1,3,0.0
143,67,1,1,2,1.0
143,68,2,2,2,1.0
143,69,2,2,3,1.0
143,70,2,2,3,1.0
143,71,1,2,3,1.0
143,72,2,2,3,1.0
143,73,1,2,2,1.0
143,74,2,2,3,0.0
143,75,1,2,2,0.0
143,76,2,2,2,0.0
143,77,2,2,3,1.0
143,78,2,1,3,0.0
143,79,1,2,2,1.0
143,80,2,2,3,1.0
143,81,1,2,2,1.0
143,82,1,2,3,1.0
143,83,2,2,2,0.0
143,84,1,2,2,1.0
143,85,2,1,2,1.0
143,86,2,2,2,0.0
143,87,1,1,3,1.0
143,88,2,1,3,0.0
143,89,1,2,2,1.0
143,90,2,2,2,1.0
143,91,2,1,3,1.0
143,92,1,1,2,0.0
143,93,1,1,2,0.0
143,94,2,2,3,1.0
143,95,1,1,2,0.0
143,96,1,2,2,1.0
143,97,2,1,3,0.0
143,98,2,1,3,1.0
143,99,2,1,2,1.0
143,100,1,2,3,1.0
143,101,2,2,2,1.0
143,102,2,2,3,1.0
143,103,1,2,2,0.0
143,104,2,2,2,1.0
143,105,2,2,3,1.0
143,106,1,1,2,1.0
143,107,1,1,2,1.0
143,108,1,2,3,0.0
143,109,2,1,3,0.0
143,110,1,2,3,1.0
143,111,1,2,2,0.0
143,112,2,2,3,0.0
143,113,2,2,3,0.0
143,114,1,2,3,0.0
143,115,2,2,3,1.0
143,116,1,1,2,0.0
143,117,1,2,2,0.0
143,118,2,1,3,0.0
143,119,1,1,2,1.0
143,120,2,2,3,0.0
143,121,1,2,2,1.0
143,122,1,1,2,0.0
143,123,1,1,2,1.0
143,124,1,2,2,0.0
143,125,2,1,3,1.0
143,126,1,1,2,1.0
143,127,2,1,3,1.0
143,128,1,2,3,1.0
143,129,2,1,3,1.0
143,130,1,1,2,0.0
143,131,1,2,3,0.0
143,132,1,2,3,1.0
143,133,1,1,2,0.0
143,134,2,2,2,1.0
143,135,2,2,3,1.0
143,136,1,1,2,1.0
143,137,2,1,3,1.0
143,138,1,1,2,0.0
143,139,1,2,3,1.0
143,140,2,1,3,1.0
143,141,1,2,2,0.0
143,142,1,2,2,1.0
143,143,1,1,2,1.0
143,144,2,1,2,0.0
143,145,2,1,3,1.0
143,146,2,2,3,1.0
143,147,2,1,2,0.0
143,148,1,2,2,0.0
143,149,2,2,2,0.0
143,150,1,1,2,1.0
143,151,1,2,3,1.0
143,152,1,2,2,1.0
143,153,2,2,3,0.0
143,154,1,2,3,1.0
143,155,2,2,3,0.0
143,156,1,1,2,1.0
143,157,2,2,3,0.0
143,158,1,2,3,0.0
143,159,2,2,3,0.0
143,160,1,2,3,1.0
143,161,1,2,2,1.0
143,162,1,1,2,0.0
143,163,1,2,2,1.0
143,164,1,1,3,1.0
143,165,1,1,2,0.0
143,166,1,2,2,1.0
143,167,2,1,3,0.0
143,168,2,1,2,0.0
143,169,1,1,2,0.0
143,170,1,2,3,0.0
143,171,1,1,2,1.0
143,172,1,1,2,0.0
143,173,1,2,2,0.0
143,174,1,1,2,0.0
143,175,1,2,3,1.0
143,176,1,2,2,0.0
143,177,2,2,2,1.0
143,178,2,1,3,0.0
143,179,1,1,2,0.0
143,180,1,2,3,1.0
143,181,2,2,2,0.0
143,182,2,1,3,0.0
143,183,2,2,3,1.0
143,184,2,2,3,0.0
143,185,1,1,2,1.0
143,186,1,1,2,0.0
143,187,2,2,2,0.0
143,188,1,1,3,1.0
143,189,2,1,2,1.0
143,190,1,2,2,1.0
143,191,1,2,2,1.0
143,192,1,1,2,0.0
143,193,1,2,3,1.0
143,194,1,1,2,0.0
143,195,2,1,3,1.0
143,196,1,2,3,1.0
143,197,1,1,2,0.0
143,198,2,1,3,1.0
143,199,2,1,2,0.0
143,200,2,2,3,1.0
146,1,1,1,2,0.0
146,2,2,1,3,1.0
146,3,2,1,3,1.0
146,4,2,1,3,1.0
146,5,2,1,2,0.0
146,6,2,1,3,1.0
146,7,2,1,3,1.0
146,8,2,1,3,1.0
146,9,2,1,3,0.0
146,10,2,1,3,1.0
146,11,2,1,3,0.0
146,12,2,1,3,1.0
146,13,2,1,3,0.0
146,14,2,1,3,1.0
146,15,2,1,3,1.0
146,16,2,1,3,1.0
146,17,2,1,3,0.0
146,18,2,1,3,0.0
146,19,2,1,3,0.0
146,20,2,1,3,1.0
146,21,2,1,2,0.0
146,22,2,1,3,0.0
146,23,2,1,3,1.0
146,24,2,1,3,0.0
146,25,2,1,3,1.0
146,26,2,1,3,1.0
146,27,2,1,2,0.0
146,28,2,1,3,0.0
146,29,2,1,3,1.0
146,30,2,1,3,1.0
146,31,2,1,3,0.0
146,32,2,1,3,0.0
146,33,2,1,3,0.0
146,34,2,1,3,1.0
146,35,2,1,3,1.0
146,36,2,1,2,0.0
146,37,2,1,2,1.0
146,38,2,1,3,0.0
146,39,2,1,3,1.0
146,40,2,1,3,0.0
146,41,2,1,3,0.0
146,42,2,1,3,1.0
146,43,2,1,3,1.0
146,44,2,1,3,1.0
146,45,2,1,3,1.0
146,46,2,2,2,1.0
146,47,2,2,2,1.0
146,48,2,1,3,1.0
146,49,2,1,3,0.0
146,50,2,1,3,1.0
146,51,2,1,2,0.0
146,52,2,1,3,0.0
146,53,2,1,3,1.0
146,55,2,1,3,1.0
146,56,2,2,2,1.0
146,57,2,1,3,1.0
146,58,2,1,3,1.0
146,59,2,1,2,0.0
146,60,2,1,3,0.0
146,61,2,1,3,1.0
146,62,2,1,3,0.0
146,63,2,1,3,0.0
146,64,2,1,3,1.0
146,65,2,1,3,1.0
146,66,2,1,3,1.0
146,67,2,1,3,1.0
146,68,2,1,3,1.0
146,69,2,1,3,0.0
146,70,2,1,3,0.0
146,71,2,2,2,1.0
146,72,2,1,3,1.0
146,73,2,2,2,0.0
146,74,2,1,3,1.0
146,75,2,1,3,1.0
146,76,2,1,3,1.0
146,77,2,1,3,1.0
146,78,2,2,2,0.0
146,79,2,1,3,1.0
146,80,2,1,3,1.0
146,81,2,1,3,1.0
146,82,2,1,3,0.0
146,83,2,2,2,0.0
146,84,2,2,2,1.0
146,85,2,2,2,0.0
146,86,2,1,3,1.0
146,87,2,1,3,0.0
146,88,2,1,3,1.0
146,89,2,1,3,0.0
146,90,2,2,3,0.0
146,91,2,2,2,1.0
146,92,2,1,3,0.0
146,93,2,2,2,1.0
146,94,2,1,3,0.0
146,95,2,1,3,1.0
146,96,2,1,3,0.0
146,97,2,1,3,0.0
146,98,2,2,3,1.0
146,99,2,2,2,1.0
146,100,2,2,3,1.0
146,101,2,1,3,0.0
146,102,2,2,3,1.0
146,103,2,2,3,1.0
146,104,2,2,2,0.0
146,105,2,2,3,1.0
146,106,2,2,2,0.0
146,107,2,1,2,1.0
146,108,2,1,2,1.0
146,109,2,2,3,1.0
146,110,2,2,3,0.0
146,111,2,2,3,0.0
146,112,2,1,3,1.0
146,113,2,2,2,0.0
146,114,2,1,2,1.0
146,115,2,2,2,0.0
146,116,2,2,3,1.0
146,117,2,2,3,1.0
146,118,2,1,2,0.0
146,119,2,2,3,0.0
146,120,2,1,2,1.0
146,121,2,2,3,0.0
146,122,2,2,3,1.0
146,123,2,2,3,0.0
146,124,2,1,3,0.0
146,125,1,2,3,1.0
146,126,2,1,3,0.0
146,127,2,2,2,0.0
146,128,2,1,2,1.0
146,129,2,1,2,1.0
146,130,2,1,2,1.0
146,131,2,2,2,0.0
146,132,2,2,2,1.0
146,133,2,1,3,0.0
146,134,2,2,3,0.0
146,135,2,1,2,1.0
146,136,2,2,3,1.0
146,137,2,2,3,0.0
146,138,2,1,2,0.0
146,139,2,1,2,0.0
146,140,2,1,3,0.0
146,141,2,2,3,1.0
146,142,2,2,3,0.0
146,143,2,2,2,0.0
146,144,2,2,3,0.0
146,145,2,1,2,0.0
146,146,2,2,3,0.0
146,147,2,1,3,1.0
146,148,2,1,3,1.0
146,149,2,1,3,0.0
146,150,2,1,3,0.0
146,151,2,1,3,0.0
146,152,2,2,3,1.0
146,153,2,2,3,1.0
146,154,2,2,3,1.0
146,155,1,2,2,1.0
146,156,2,2,3,1.0
146,157,2,2,3,1.0
146,158,2,2,3,1.0
146,159,1,1,3,0.0
146,160,2,1,2,0.0
146,161,2,2,3,1.0
146,162,2,2,2,0.0
146,163,2,2,3,1.0
146,164,2,2,3,1.0
146,165,2,2,3,0.0
146,166,2,1,2,0.0
146,167,2,2,3,0.0
146,168,2,2,3,1.0
146,169,2,2,3,1.0
146,170,2,2,3,0.0
146,171,2,1,2,0.0
146,172,2,1,2,1.0
146,173,2,1,3,0.0
146,174,2,1,2,0.0
146,175,2,2,3,0.0
146,176,2,2,2,0.0
146,177,1,1,3,0.0
146,178,1,2,2,0.0
146,179,2,1,3,1.0
146,180,2,2,3,1.0
146,181,2,2,3,1.0
146,182,2,1,2,0.0
146,183,2,1,3,1.0
146,184,2,1,3,1.0
146,185,2,2,3,0.0
146,186,2,1,3,1.0
146,187,2,2,3,0.0
146,188,2,1,3,0.0
146,189,2,2,3,0.0
146,190,2,2,3,0.0
146,191,2,2,3,1.0
146,192,2,2,3,0.0
146,193,2,2,3,1.0
146,194,2,1,2,1.0
146,195,2,2,3,1.0
146,196,2,1,2,0.0
146,197,2,1,2,0.0
146,198,2,1,2,0.0
146,199,2,1,3,0.0
146,200,2,1,2,0.0
147,1,2,2,2,1.0
147,2,2,2,3,0.0
147,3,2,2,2,0.0
147,4,2,2,3,0.0
147,5,2,1,2,0.0
147,6,2,1,3,0.0
147,7,1,1,2,0.0
147,8,1,2,2,1.0
147,9,1,1,2,0.0
147,10,1,2,2,1.0
147,11,1,2,2,1.0
147,12,1,2,2,1.0
147,13,1,2,2,1.0
147,14,1,2,2,0.0
147,15,1,2,2,0.0
147,16,2,1,3,0.0
147,17,2,2,3,1.0
147,18,2,2,3,1.0
147,19,2,2,2,1.0
147,20,2,1,3,1.0
147,21,2,1,3,0.0
147,22,2,2,3,1.0
147,23,2,2,3,1.0
147,24,2,2,3,0.0
147,25,1,2,2,1.0
147,26,1,2,2,0.0
147,27,1,2,2,1.0
147,28,1,2,2,1.0
147,29,1,2,3,0.0
147,30,2,2,3,1.0
147,31,1,1,2,1.0
147,32,2,1,3,0.0
147,33,2,1,3,0.0
147,34,2,1,3,0.0
147,35,2,2,3,1.0
147,36,1,2,2,1.0
147,37,2,2,3,1.0
147,38,2,2,3,1.0
147,39,1,2,2,0.0
147,40,2,2,3,1.0
147,41,2,2,2,0.0
147,42,2,2,3,1.0
147,43,2,2,3,0.0
147,44,1,2,2,0.0
147,45,1,1,3,0.0
147,46,2,2,3,0.0
147,47,2,1,3,1.0
147,48,1,1,2,1.0
147,49,1,2,2,0.0
147,50,1,2,2,0.0
147,51,1,1,2,1.0
147,52,1,1,2,0.0
147,53,2,2,3,0.0
147,54,2,1,3,1.0
147,55,2,1,3,0.0
147,56,2,2,3,0.0
147,57,1,2,3,0.0
147,58,2,1,3,1.0
147,59,1,1,2,1.0
147,60,1,1,2,0.0
147,61,1,1,2,1.0
147,62,2,2,2,0.0
147,63,2,2,2,0.0
147,64,2,1,2,1.0
147,65,1,1,2,0.0
147,66,1,2,2,0.0
147,67,1,1,2,0.0
147,68,1,1,3,1.0
147,69,2,1,3,0.0
147,70,1,1,2,1.0
147,71,1,1,2,0.0
147,72,1,1,3,0.0
147,73,1,1,2,1.0
147,74,2,1,2,1.0
147,75,2,1,2,0.0
147,76,2,1,3,0.0
147,77,2,1,2,0.0
147,78,1,2,2,0.0
147,79,2,1,2,1.0
147,80,2,2,3,1.0
147,81,1,1,2,0.0
147,82,1,1,3,1.0
147,83,2,2,3,0.0
147,84,1,1,3,0.0
147,85,1,2,2,0.0
147,86,1,2,2,1.0
147,87,1,1,2,1.0
147,88,2,2,3,0.0
147,89,2,1,3,0.0
147,90,2,1,3,1.0
147,91,2,1,2,1.0
147,92,2,2,3,0.0
147,93,2,1,3,0.0
147,94,1,1,2,0.0
147,95,2,1,3,0.0
147,96,1,1,2,0.0
147,97,1,1,2,1.0
147,98,2,1,3,1.0
147,99,1,2,3,1.0
147,100,2,2,3,1.0
147,113,1,2,2,0.0
147,114,2,1,3,0.0
147,115,1,1,2,0.0
147,116,1,2,3,1.0
147,117,1,1,3,0.0
147,118,1,2,3,1.0
147,119,2,2,3,1.0
147,120,1,2,3,1.0
147,121,2,1,2,1.0
147,122,1,1,2,1.0
147,123,2,1,2,0.0
147,124,1,1,2,1.0
147,125,1,1,2,0.0
147,126,1,1,2,1.0
147,127,1,1,2,0.0
147,128,1,2,2,0.0
147,129,1,1,2,0.0
147,130,2,1,3,0.0
147,131,2,1,3,0.0
147,132,2,2,3,1.0
147,133,2,1,3,1.0
147,134,2,1,3,0.0
147,135,1,1,2,0.0
147,136,2,2,3,1.0
147,137,1,2,2,1.0
147,138,2,1,2,0.0
147,140,1,1,2,1.0
147,141,2,1,2,1.0
147,142,1,2,3,1.0
147,143,1,2,2,1.0
147,144,2,1,3,0.0
147,145,1,1,2,0.0
147,146,2,2,2,0.0
147,147,1,1,2,0.0
147,148,2,2,3,1.0
147,149,2,1,3,1.0
147,150,2,2,3,1.0
147,151,2,1,3,1.0
147,152,1,2,3,0.0
147,153,1,1,3,1.0
147,154,1,1,2,1.0
147,155,1,2,2,1.0
147,156,1,1,2,0.0
147,157,2,1,2,0.0
147,158,2,1,3,0.0
147,160,2,1,2,0.0
147,161,1,1,2,0.0
147,162,1,1,2,0.0
147,163,2,2,3,0.0
147,164,2,1,3,0.0
147,165,1,1,2,1.0
147,168,2,2,3,0.0
147,169,2,1,3,0.0
147,170,1,1,2,0.0
147,171,2,1,3,0.0
147,172,2,2,3,0.0
147,173,2,2,3,1.0
147,174,2,1,3,0.0
147,175,1,2,2,0.0
147,177,1,2,2,0.0
147,178,2,2,3,0.0
147,179,2,2,3,1.0
147,180,1,1,2,1.0
