subID,trial_num,action_Stage1,action_Stage2,state_Stage2,reward
106,115,1,2,2,0.0
106,116,2,2,3,1.0
106,117,2,2,3,0.0
106,118,2,2,2,1.0
106,119,1,2,2,1.0
106,120,2,2,3,0.0
106,121,2,2,2,0.0
106,122,1,2,3,0.0
106,123,1,2,3,0.0
106,124,2,1,3,1.0
106,125,1,2,2,1.0
106,126,1,2,2,1.0
106,127,2,2,3,1.0
106,128,2,1,3,1.0
106,129,2,2,3,1.0
106,130,2,2,2,0.0
106,131,1,1,2,0.0
106,132,1,2,2,1.0
106,133,2,2,3,1.0
106,134,2,2,3,1.0
106,135,1,1,2,1.0
106,136,1,2,2,0.0
106,137,1,1,3,1.0
106,138,1,2,2,1.0
106,139,1,1,2,1.0
106,140,1,2,2,0.0
106,141,1,1,2,1.0
106,142,2,1,3,1.0
106,143,2,2,3,0.0
106,144,1,2,2,0.0
106,145,2,1,3,0.0
106,146,2,1,3,1.0
106,147,2,2,2,0.0
106,148,2,1,3,1.0
106,149,2,1,3,1.0
106,150,2,1,3,0.0
106,151,2,1,3,1.0
106,152,2,1,3,1.0
106,153,2,1,3,1.0
106,154,2,2,2,0.0
106,155,1,1,3,0.0
106,156,1,1,3,0.0
106,157,2,2,3,0.0
106,158,1,2,2,1.0
106,159,1,1,2,1.0
106,160,1,1,2,1.0
106,161,2,2,2,0.0
106,162,1,2,2,0.0
106,163,2,1,3,0.0
106,164,2,2,3,0.0
106,165,1,1,3,1.0
106,166,1,1,3,0.0
106,167,1,1,2,1.0
106,168,1,2,2,0.0
106,170,1,1,2,1.0
106,171,1,2,2,1.0
106,172,1,2,3,0.0
106,173,2,1,3,1.0
106,174,1,2,3,1.0
106,175,2,1,2,0.0
106,176,1,2,2,0.0
106,177,1,1,2,1.0
106,178,1,2,2,1.0
106,179,2,2,2,0.0
106,180,2,2,3,0.0
106,181,1,1,2,0.0
106,182,2,2,2,1.0
106,183,2,2,3,0.0
106,184,2,1,3,1.0
106,185,2,1,3,1.0
106,186,2,2,2,0.0
106,187,2,2,3,0.0
106,188,1,1,3,1.0
106,189,2,2,3,1.0
106,190,1,1,2,0.0
106,191,1,1,3,0.0
106,192,2,2,3,0.0
106,193,2,1,3,1.0
106,194,1,2,3,0.0
106,195,2,2,2,0.0
106,196,2,2,3,0.0
106,197,1,2,2,1.0
106,198,2,2,3,1.0
106,199,2,2,2,0.0
106,200,2,1,3,1.0
107,1,2,1,3,0.0
107,2,1,2,2,0.0
107,3,1,2,2,1.0
107,4,1,1,2,1.0
107,5,1,2,2,1.0
107,6,2,1,3,1.0
107,7,2,2,3,0.0
107,8,1,2,2,0.0
107,9,2,1,3,0.0
107,10,2,2,3,0.0
107,11,1,1,3,1.0
107,12,1,2,2,0.0
107,13,1,1,2,1.0
107,14,1,2,3,0.0
107,16,1,1,2,1.0
107,17,2,1,3,0.0
107,18,2,1,3,1.0
107,19,2,1,3,1.0
107,20,1,2,2,1.0
107,21,2,2,3,1.0
107,22,1,2,3,1.0
107,23,2,2,3,1.0
107,24,2,2,2,0.0
107,25,2,2,3,1.0
107,26,1,2,2,0.0
107,27,2,2,3,0.0
107,28,1,2,2,1.0
107,29,1,2,3,0.0
107,30,1,2,2,1.0
107,31,2,1,2,1.0
107,32,2,1,2,0.0
107,33,1,2,2,0.0
107,34,1,2,3,1.0
107,35,2,2,3,1.0
107,36,1,2,3,0.0
107,37,1,2,2,1.0
107,38,1,2,2,1.0
107,39,1,2,3,0.0
107,40,1,1,3,0.0
107,41,2,2,3,0.0
107,42,2,2,3,0.0
107,43,2,2,3,0.0
107,44,2,1,2,0.0
107,45,1,2,2,1.0
107,46,1,2,3,0.0
107,47,1,2,2,1.0
107,48,2,1,3,0.0
107,49,1,2,2,0.0
107,50,2,1,3,1.0
107,51,1,1,3,1.0
107,52,2,1,3,1.0
107,53,2,2,3,0.0
107,54,2,1,3,1.0
107,55,1,1,3,1.0
107,56,2,1,3,1.0
107,57,1,2,2,1.0
107,58,2,1,3,1.0
107,59,1,2,2,0.0
107,60,1,2,3,0.0
107,61,1,2,2,1.0
107,62,1,2,2,1.0
107,63,1,2,2,0.0
107,64,1,1,3,0.0
107,65,1,1,2,0.0
107,66,1,1,3,1.0
107,67,1,2,2,0.0
107,68,1,2,2,1.0
107,69,2,2,3,0.0
107,70,2,1,3,1.0
107,71,2,2,2,0.0
107,72,1,2,3,0.0
107,73,1,2,2,0.0
107,74,1,2,2,0.0
107,75,1,1,2,0.0
107,76,1,2,2,0.0
107,77,1,1,2,0.0
107,78,1,1,3,1.0
107,79,1,1,3,1.0
107,80,1,2,2,1.0
107,81,1,2,2,1.0
107,82,1,2,3,1.0
107,83,1,1,2,0.0
107,84,1,2,2,1.0
107,85,1,1,3,0.0
107,86,1,1,2,0.0
107,87,1,2,3,1.0
107,88,1,1,3,1.0
107,89,1,1,2,1.0
107,90,1,2,2,0.0
107,91,1,1,2,0.0
107,92,2,1,3,1.0
107,93,1,2,3,0.0
107,94,1,1,2,0.0
107,95,2,1,2,0.0
107,96,1,2,2,1.0
107,97,1,1,2,0.0
107,98,2,1,3,0.0
107,99,1,1,2,0.0
107,100,1,1,3,1.0
107,101,1,2,2,1.0
107,102,2,2,3,0.0
107,103,1,2,3,0.0
107,104,1,1,3,1.0
107,105,1,1,2,1.0
107,106,1,2,2,1.0
107,107,2,1,2,1.0
107,108,2,2,3,1.0
107,110,2,1,3,0.0
107,111,1,2,2,1.0
107,112,1,2,2,1.0
107,113,2,2,3,1.0
107,114,1,1,3,1.0
107,115,1,1,2,1.0
107,116,1,1,3,0.0
107,117,1,1,3,0.0
107,118,1,1,2,0.0
107,119,2,1,3,1.0
107,120,2,1,3,0.0
107,121,1,1,3,0.0
107,122,1,2,3,1.0
107,123,2,1,2,0.0
107,124,1,1,2,1.0
107,125,2,1,3,1.0
107,126,1,1,3,1.0
107,127,1,2,2,1.0
107,128,1,1,3,1.0
107,129,1,2,2,0.0
107,130,1,2,2,0.0
107,131,1,1,3,1.0
107,132,1,2,3,1.0
107,133,2,1,2,1.0
107,134,2,1,3,0.0
107,135,1,2,3,1.0
107,136,1,2,2,1.0
107,137,1,1,3,1.0
107,138,2,1,2,0.0
107,139,1,1,2,1.0
107,140,1,1,3,0.0
107,141,1,2,2,1.0
107,142,1,1,2,0.0
107,143,2,1,2,0.0
107,144,1,2,2,0.0
107,145,1,2,2,0.0
107,146,1,1,2,1.0
107,147,1,1,2,1.0
107,148,1,2,2,0.0
107,149,1,1,2,1.0
107,150,1,2,2,1.0
107,151,2,2,3,1.0
107,152,2,2,3,1.0
107,153,2,2,3,1.0
107,154,2,1,3,1.0
107,155,2,2,3,1.0
107,156,1,2,2,1.0
107,157,1,2,2,0.0
107,158,1,2,2,0.0
107,159,1,2,2,0.0
107,160,1,1,3,1.0
107,161,2,1,3,1.0
107,162,1,1,2,0.0
107,163,2,1,3,1.0
107,164,1,2,2,0.0
107,165,1,1,3,1.0
107,166,1,1,2,1.0
107,167,1,2,2,1.0
107,168,2,1,3,0.0
107,169,1,2,2,1.0
107,170,2,1,3,1.0
107,171,2,1,3,1.0
107,172,1,2,2,1.0
107,173,1,2,2,0.0
107,174,2,1,3,0.0
107,175,2,1,2,0.0
107,176,1,1,2,0.0
107,177,2,2,3,1.0
107,178,2,1,2,1.0
107,179,2,1,3,1.0
107,180,2,2,3,1.0
107,181,2,2,3,0.0
107,182,1,1,2,0.0
107,183,1,2,2,1.0
107,184,2,1,3,1.0
107,185,1,2,2,0.0
107,186,2,2,3,1.0
107,187,2,2,3,1.0
107,188,1,2,2,1.0
107,189,2,1,3,0.0
107,190,1,2,3,0.0
107,191,1,1,3,0.0
107,192,2,2,2,0.0
107,193,1,2,2,1.0
107,194,1,1,2,1.0
107,195,2,1,2,1.0
107,196,2,1,3,0.0
107,197,2,1,3,1.0
107,198,2,2,3,1.0
107,199,2,2,3,1.0
107,200,2,1,3,0.0
108,1,1,2,2,0.0
108,2,1,2,3,1.0
108,3,1,2,3,0.0
108,4,2,1,3,0.0
108,5,1,2,2,0.0
108,6,1,1,2,1.0
108,7,2,1,3,0.0
108,8,1,2,3,0.0
108,9,2,1,2,1.0
108,10,1,1,2,1.0
108,11,1,1,2,0.0
108,12,1,1,2,1.0
108,13,2,1,2,1.0
108,14,1,1,2,0.0
108,15,1,2,2,1.0
108,16,1,2,3,0.0
108,17,1,1,2,1.0
108,18,2,1,3,0.0
108,19,1,1,2,0.0
108,20,2,1,3,0.0
108,21,1,1,3,0.0
108,22,1,2,2,0.0
108,23,1,2,2,0.0
108,24,2,2,3,0.0
108,25,1,2,2,1.0
108,26,1,1,2,0.0
108,27,1,1,2,0.0
108,28,1,1,2,0.0
108,29,1,2,2,1.0
108,30,1,2,3,1.0
108,31,1,1,2,0.0
108,32,1,1,2,0.0
108,33,1,2,2,1.0
108,34,1,2,3,1.0
108,35,2,1,3,0.0
108,36,2,2,3,0.0
108,37,2,2,2,0.0
108,38,1,1,2,0.0
108,39,1,1,3,0.0
108,40,2,1,3,1.0
108,41,2,2,3,0.0
108,42,1,1,2,1.0
108,43,1,2,2,0.0
108,44,2,2,2,0.0
108,45,1,2,2,1.0
108,46,2,1,3,0.0
108,47,1,2,2,0.0
108,48,2,2,2,0.0
108,49,1,2,2,0.0
108,50,1,1,2,1.0
108,51,1,2,3,1.0
108,52,2,2,3,1.0
108,53,2,2,3,1.0
108,54,1,2,3,1.0
108,55,1,1,2,1.0
108,56,2,2,3,0.0
108,57,2,2,3,0.0
108,58,1,2,3,0.0
108,59,1,1,2,1.0
108,60,1,2,3,0.0
108,61,1,2,3,1.0
108,62,1,2,3,1.0
108,63,1,1,2,0.0
108,64,2,1,2,0.0
108,65,2,1,3,0.0
108,66,2,1,3,1.0
108,67,1,2,3,1.0
108,68,2,2,3,1.0
108,69,2,2,3,0.0
108,70,2,1,3,0.0
108,71,1,1,2,0.0
108,72,2,1,3,1.0
108,73,2,2,3,0.0
108,74,2,1,3,1.0
108,75,1,2,2,0.0
108,76,2,1,3,0.0
108,77,1,2,2,1.0
108,78,2,2,2,0.0
108,79,2,2,3,0.0
108,80,1,1,2,0.0
108,81,2,1,2,0.0
108,82,1,1,2,0.0
108,83,2,2,2,1.0
108,84,1,2,3,1.0
108,85,1,1,2,1.0
108,86,2,2,3,0.0
108,87,1,1,2,0.0
108,88,2,1,2,1.0
108,89,2,1,3,1.0
108,90,1,1,2,0.0
108,91,2,1,2,1.0
108,92,1,2,3,0.0
108,93,1,2,3,1.0
108,94,1,1,2,0.0
108,95,2,1,3,1.0
108,96,1,2,2,0.0
108,97,2,2,3,0.0
108,98,2,2,3,1.0
108,99,2,2,3,0.0
108,100,2,1,3,1.0
108,101,1,2,3,0.0
108,102,1,2,3,0.0
108,103,2,1,3,1.0
108,104,1,2,2,0.0
108,105,2,2,3,0.0
108,106,2,2,3,1.0
108,107,2,2,3,0.0
108,108,2,2,3,0.0
108,109,2,2,3,0.0
108,110,2,2,3,0.0
108,111,1,1,3,0.0
108,112,2,1,2,0.0
108,113,1,1,2,0.0
108,114,1,2,2,0.0
108,115,1,2,2,0.0
108,116,2,1,3,1.0
108,117,2,1,3,1.0
108,118,1,2,3,0.0
108,119,2,1,2,1.0
108,120,2,1,3,1.0
108,121,1,2,2,0.0
108,122,2,1,3,1.0
108,123,2,1,3,1.0
108,124,1,2,3,1.0
108,125,2,1,3,0.0
108,126,2,1,3,0.0
108,127,2,2,2,1.0
108,128,1,2,3,0.0
108,129,2,2,2,0.0
108,130,2,2,2,1.0
108,131,1,2,3,0.0
108,132,1,1,2,0.0
108,133,1,2,2,1.0
108,134,1,2,2,1.0
108,135,1,2,2,0.0
108,136,1,2,3,0.0
108,137,1,2,2,0.0
108,138,1,1,2,1.0
108,139,1,1,2,1.0
108,140,1,2,2,1.0
108,141,1,2,2,0.0
108,142,1,2,2,0.0
108,143,1,2,2,1.0
108,144,1,2,3,0.0
108,145,2,1,3,1.0
108,146,1,2,2,1.0
108,147,1,2,2,0.0
108,148,1,1,2,0.0
108,149,2,2,3,0.0
108,150,2,2,2,1.0
108,151,1,1,2,0.0
108,152,2,1,3,0.0
108,153,2,1,2,1.0
108,154,1,2,3,1.0
108,155,1,2,2,1.0
108,156,2,1,3,0.0
108,157,2,1,2,0.0
108,158,2,2,3,1.0
108,160,2,1,2,1.0
108,161,1,1,2,0.0
108,162,1,2,3,0.0
108,163,1,1,2,0.0
108,164,2,2,2,1.0
108,165,1,2,2,0.0
108,166,2,1,2,0.0
108,167,1,2,3,0.0
108,168,1,2,2,1.0
108,169,1,1,2,1.0
108,170,2,1,2,1.0
108,171,1,2,2,0.0
108,172,1,1,3,1.0
108,173,2,1,2,0.0
108,174,1,1,2,1.0
108,175,2,1,3,1.0
108,176,2,1,3,0.0
108,177,2,2,3,0.0
108,178,1,1,2,0.0
108,179,2,1,3,0.0
108,180,2,1,3,0.0
108,181,1,1,2,0.0
108,182,2,1,2,1.0
108,183,2,1,3,0.0
108,184,2,1,3,0.0
108,185,2,1,3,0.0
108,186,2,2,3,1.0
108,187,1,2,2,1.0
108,188,2,1,3,0.0
108,189,1,2,2,1.0
108,190,2,1,3,1.0
108,191,1,2,3,0.0
108,192,2,1,3,1.0
108,193,1,2,3,0.0
108,194,2,1,3,0.0
108,195,1,1,3,1.0
108,196,1,2,2,0.0
108,197,2,2,2,1.0
